locus_tag	ftype	length_bp	gene	EC_number	COG	product
AIILHNKI_01558	CDS	2184	agaA	3.2.1.22		Alpha-galactosidase AgaA
AIILHNKI_01559	CDS	576	mntP		COG1971	putative manganese efflux pump MntP
AIILHNKI_01560	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
AIILHNKI_01561	CDS	1035	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
AIILHNKI_01562	CDS	1125				hypothetical protein
AIILHNKI_01563	CDS	744				hypothetical protein
AIILHNKI_01564	CDS	1110				hypothetical protein
AIILHNKI_01565	CDS	324				hypothetical protein
AIILHNKI_01566	CDS	492				hypothetical protein
AIILHNKI_01567	CDS	1989	btuB_3			Vitamin B12 transporter BtuB
AIILHNKI_01568	CDS	993	ykfA_1	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
AIILHNKI_01569	CDS	2625	mutS		COG0249	DNA mismatch repair protein MutS
AIILHNKI_01570	CDS	465	lgt_1	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
AIILHNKI_01571	CDS	453	lgt_2	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
AIILHNKI_01572	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
AIILHNKI_01573	CDS	1407				hypothetical protein
AIILHNKI_01574	CDS	1485	napF			Ferredoxin-type protein NapF
AIILHNKI_01575	CDS	747	tatC		COG0805	Sec-independent protein translocase protein TatC
AIILHNKI_01576	CDS	186	tatA			Sec-independent protein translocase protein TatA
AIILHNKI_01577	CDS	885				hypothetical protein
AIILHNKI_01578	CDS	1353				hypothetical protein
AIILHNKI_01579	CDS	1365				hypothetical protein
AIILHNKI_01580	CDS	396				hypothetical protein
AIILHNKI_01581	CDS	489		3.6.1.25	COG2954	Inorganic triphosphatase
AIILHNKI_01582	CDS	159				hypothetical protein
AIILHNKI_01583	CDS	1125	prfB		COG1186	Peptide chain release factor RF2
AIILHNKI_01584	CDS	1809		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
AIILHNKI_01585	CDS	585	ribM			Riboflavin/roseoflavin transporter RibM
AIILHNKI_01586	CDS	2331				hypothetical protein
AIILHNKI_01587	CDS	222				hypothetical protein
AIILHNKI_01588	CDS	1737				hypothetical protein
AIILHNKI_01589	CDS	528	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
AIILHNKI_01590	CDS	1101	udk_2	2.7.1.48		Uridine kinase
AIILHNKI_01591	CDS	1461	polA_1	2.7.7.7	COG0258	DNA polymerase I
AIILHNKI_01592	CDS	1365	polA_2	2.7.7.7	COG0258	DNA polymerase I
AIILHNKI_01593	CDS	975	sdsA	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
AIILHNKI_01594	CDS	936	deoC	4.1.2.4		Deoxyribose-phosphate aldolase
AIILHNKI_01595	CDS	141				hypothetical protein
AIILHNKI_01596	CDS	249				hypothetical protein
AIILHNKI_01597	CDS	249				hypothetical protein
AIILHNKI_01598	CDS	453	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
AIILHNKI_01599	CDS	1833	uvrC		COG0322	UvrABC system protein C
AIILHNKI_01600	CDS	579	apt	2.4.2.7		Adenine phosphoribosyltransferase
AIILHNKI_01601	CDS	351	mnmG_1		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
AIILHNKI_01602	CDS	1398	mnmG_2		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
AIILHNKI_01603	CDS	1902	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
AIILHNKI_01604	CDS	1950	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
AIILHNKI_01605	CDS	1155	yghO_1			Protein YghO
AIILHNKI_01606	CDS	1161				hypothetical protein
AIILHNKI_01607	CDS	1152				hypothetical protein
AIILHNKI_01608	CDS	396	rsxG	7.-.-.-		Ion-translocating oxidoreductase complex subunit G
AIILHNKI_01609	CDS	423	ybeY	3.1.-.-		Endoribonuclease YbeY
AIILHNKI_01610	CDS	450	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
AIILHNKI_01611	CDS	1035	ruvB_2	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
AIILHNKI_01612	CDS	579	lemA		COG1704	Protein LemA
AIILHNKI_01613	CDS	1131	celE		COG2730	Cellulase/esterase CelE
AIILHNKI_01614	CDS	969	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
AIILHNKI_01615	CDS	1296				hypothetical protein
AIILHNKI_01616	CDS	1125				hypothetical protein
AIILHNKI_01617	CDS	771	proC_1	1.5.1.2		Pyrroline-5-carboxylate reductase
AIILHNKI_01618	CDS	1434				hypothetical protein
AIILHNKI_01619	CDS	1311				hypothetical protein
AIILHNKI_01620	CDS	618	cmlA	2.3.1.28		Chloramphenicol acetyltransferase 2
AIILHNKI_01621	CDS	2418				hypothetical protein
AIILHNKI_01622	CDS	708	gph_3	3.1.3.18		Phosphoglycolate phosphatase
AIILHNKI_01623	CDS	900				hypothetical protein
AIILHNKI_01624	CDS	786				hypothetical protein
AIILHNKI_01625	CDS	741	glmU	2.7.7.23		Bifunctional protein GlmU
AIILHNKI_01626	CDS	777				hypothetical protein
AIILHNKI_01627	CDS	2319				hypothetical protein
AIILHNKI_01628	CDS	2937				hypothetical protein
AIILHNKI_01629	CDS	735	xpt_1	2.4.2.22		Xanthine phosphoribosyltransferase
AIILHNKI_01630	CDS	534	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
AIILHNKI_01631	CDS	306				hypothetical protein
AIILHNKI_01632	CDS	357	rpoD			RNA polymerase sigma factor RpoD
AIILHNKI_01633	CDS	300				hypothetical protein
AIILHNKI_01634	CDS	123				hypothetical protein
AIILHNKI_01635	CDS	312				hypothetical protein
AIILHNKI_01636	CDS	378				hypothetical protein
AIILHNKI_01637	CDS	156				hypothetical protein
AIILHNKI_01638	CDS	1008				hypothetical protein
AIILHNKI_01639	CDS	348				hypothetical protein
AIILHNKI_01640	CDS	1215				hypothetical protein
AIILHNKI_01641	CDS	1296				hypothetical protein
AIILHNKI_01642	CDS	843	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
AIILHNKI_01643	CDS	1164	dapL_2	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
AIILHNKI_01644	CDS	1065	kdsA_1	2.5.1.55		2-dehydro-3-deoxyphosphooctonate aldolase
AIILHNKI_01645	CDS	780				hypothetical protein
AIILHNKI_01646	CDS	2409				hypothetical protein
AIILHNKI_01647	CDS	672	cutC		COG3142	Copper homeostasis protein CutC
AIILHNKI_01648	CDS	2184				hypothetical protein
AIILHNKI_01649	CDS	2190		3.2.1.-		Putative beta-xylosidase
AIILHNKI_01650	CDS	1806				hypothetical protein
AIILHNKI_01651	CDS	945				hypothetical protein
AIILHNKI_01652	CDS	1380				hypothetical protein
AIILHNKI_01653	CDS	1371				hypothetical protein
AIILHNKI_01654	CDS	1413				hypothetical protein
AIILHNKI_01655	CDS	2079	csxA_1	3.2.1.165	COG3250	Exo-beta-D-glucosaminidase
AIILHNKI_01656	CDS	558		3.2.1.40		Alpha-L-rhamnosidase
AIILHNKI_01657	CDS	1887		3.2.1.40		Alpha-L-rhamnosidase
AIILHNKI_01658	CDS	567	chiA1	3.2.1.14		Chitinase A1
AIILHNKI_01659	CDS	489				hypothetical protein
AIILHNKI_01660	CDS	894				hypothetical protein
AIILHNKI_01661	CDS	858				hypothetical protein
AIILHNKI_01662	CDS	126				hypothetical protein
AIILHNKI_01663	CDS	99				hypothetical protein
AIILHNKI_01664	CDS	2391	resA_6			Thiol-disulfide oxidoreductase ResA
AIILHNKI_01665	CDS	351				hypothetical protein
AIILHNKI_01666	CDS	1335	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
AIILHNKI_01667	CDS	1158				hypothetical protein
AIILHNKI_01668	CDS	1458				hypothetical protein
AIILHNKI_01669	CDS	882	arnC_3	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
AIILHNKI_01670	CDS	1002				hypothetical protein
AIILHNKI_01671	CDS	1008				hypothetical protein
AIILHNKI_01672	CDS	543				hypothetical protein
AIILHNKI_01673	CDS	1005	arnC_4	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
AIILHNKI_01674	CDS	465				hypothetical protein
AIILHNKI_01675	CDS	303				hypothetical protein
AIILHNKI_01676	CDS	2760	lacZ_1	3.2.1.23		Beta-galactosidase
AIILHNKI_01677	CDS	777				hypothetical protein
AIILHNKI_01678	CDS	219				hypothetical protein
AIILHNKI_01679	CDS	144				hypothetical protein
AIILHNKI_01680	CDS	255				hypothetical protein
AIILHNKI_01681	CDS	405				hypothetical protein
AIILHNKI_01682	CDS	393				hypothetical protein
AIILHNKI_01683	CDS	228				hypothetical protein
AIILHNKI_01684	CDS	138				hypothetical protein
AIILHNKI_01685	CDS	474				hypothetical protein
AIILHNKI_01686	CDS	738				hypothetical protein
AIILHNKI_01687	CDS	168	ispE_2	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
AIILHNKI_01688	CDS	621	ispE_3	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
AIILHNKI_01689	CDS	1041	galE_2	5.1.3.2	COG1087	UDP-glucose 4-epimerase
AIILHNKI_01690	CDS	783	zupT_2		COG0428	Zinc transporter ZupT
AIILHNKI_01691	CDS	1224				hypothetical protein
AIILHNKI_01692	CDS	435	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
AIILHNKI_01693	CDS	372				hypothetical protein
AIILHNKI_01694	CDS	495			COG0716	Flavodoxin 1
AIILHNKI_01695	CDS	2730				hypothetical protein
AIILHNKI_01696	CDS	387				hypothetical protein
AIILHNKI_01697	CDS	1452				hypothetical protein
AIILHNKI_01698	CDS	1236	cls	2.7.8.-		Cardiolipin synthase
AIILHNKI_01699	CDS	1155				hypothetical protein
AIILHNKI_01700	CDS	489				hypothetical protein
AIILHNKI_01701	CDS	1563				hypothetical protein
AIILHNKI_01702	CDS	933				hypothetical protein
AIILHNKI_01703	CDS	1329	radA_3	3.6.4.-	COG1066	DNA repair protein RadA
AIILHNKI_01704	CDS	600	pgk_2	2.7.2.3	COG0126	Phosphoglycerate kinase
AIILHNKI_01705	CDS	138				hypothetical protein
AIILHNKI_01706	CDS	126				hypothetical protein
AIILHNKI_01707	CDS	294	radA_4	3.6.4.-	COG1066	DNA repair protein RadA
AIILHNKI_01708	CDS	150	radA_5			DNA repair protein RadA
AIILHNKI_01709	CDS	174	radA_6	3.6.4.-	COG1066	DNA repair protein RadA
AIILHNKI_01710	CDS	747				hypothetical protein
AIILHNKI_01711	CDS	180				hypothetical protein
AIILHNKI_01712	CDS	234				hypothetical protein
AIILHNKI_01713	CDS	612				hypothetical protein
AIILHNKI_01714	CDS	390				hypothetical protein
AIILHNKI_01715	CDS	105				hypothetical protein
AIILHNKI_01716	CDS	222				hypothetical protein
AIILHNKI_01717	CDS	183				hypothetical protein
AIILHNKI_01718	CDS	936				hypothetical protein
AIILHNKI_01719	CDS	1206	ywiE	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
AIILHNKI_01720	CDS	162	rhaR_4			HTH-type transcriptional activator RhaR
AIILHNKI_01721	CDS	3627				hypothetical protein
AIILHNKI_01722	CDS	90				hypothetical protein
AIILHNKI_01723	CDS	834	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
AIILHNKI_01724	CDS	765	kdsA_2	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
AIILHNKI_01725	CDS	1287				hypothetical protein
AIILHNKI_01726	CDS	1104				hypothetical protein
AIILHNKI_01727	CDS	846				hypothetical protein
AIILHNKI_01728	CDS	678				hypothetical protein
AIILHNKI_01729	CDS	342				hypothetical protein
AIILHNKI_01730	CDS	2010		3.2.1.55		Extracellular exo-alpha-L-arabinofuranosidase
AIILHNKI_01731	CDS	1836	rcsC_14	2.7.13.3		Sensor histidine kinase RcsC
AIILHNKI_01732	CDS	1482	xylE_1			D-xylose-proton symporter
AIILHNKI_01733	CDS	357	divK			Polar-differentiation response regulator DivK
AIILHNKI_01734	CDS	1806	ruvB_3	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
AIILHNKI_01735	CDS	342				hypothetical protein
AIILHNKI_01736	CDS	399				hypothetical protein
AIILHNKI_01737	CDS	774				hypothetical protein
AIILHNKI_01738	CDS	1332	pyrC	3.5.2.3	COG0044	Dihydroorotase
AIILHNKI_01739	CDS	846	metH_2	2.1.1.13	COG0646	Methionine synthase
AIILHNKI_01740	CDS	936	lpxG	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
AIILHNKI_01741	CDS	762				hypothetical protein
AIILHNKI_01742	CDS	744	ppm1	2.4.1.-		Polyprenol monophosphomannose synthase
AIILHNKI_01743	CDS	123				hypothetical protein
AIILHNKI_01744	CDS	657				hypothetical protein
AIILHNKI_01745	CDS	540				hypothetical protein
AIILHNKI_01746	CDS	447				hypothetical protein
AIILHNKI_01747	CDS	300				hypothetical protein
AIILHNKI_01748	CDS	405	mfd_1	3.6.4.-	COG1197	Transcription-repair-coupling factor
AIILHNKI_01749	CDS	363				hypothetical protein
AIILHNKI_01750	CDS	2274	dbpA	3.6.4.13		ATP-dependent RNA helicase DbpA
AIILHNKI_01751	CDS	567				hypothetical protein
AIILHNKI_01752	CDS	201				hypothetical protein
AIILHNKI_01753	CDS	714				hypothetical protein
AIILHNKI_01754	CDS	1176				hypothetical protein
AIILHNKI_01755	CDS	468				hypothetical protein
AIILHNKI_01756	CDS	354				hypothetical protein
AIILHNKI_01757	CDS	363				hypothetical protein
AIILHNKI_01758	tmRNA	399	ssrA			transfer-messenger RNA, SsrA
AIILHNKI_01759	CDS	747				hypothetical protein
AIILHNKI_01760	CDS	1554				hypothetical protein
AIILHNKI_01761	CDS	1302	wzxE			Lipid III flippase
AIILHNKI_01762	CDS	150				hypothetical protein
AIILHNKI_01763	CDS	294				hypothetical protein
AIILHNKI_01764	CDS	948		2.4.-.-		putative glycosyltransferase
AIILHNKI_01765	CDS	777				hypothetical protein
AIILHNKI_01766	CDS	384				hypothetical protein
AIILHNKI_01767	CDS	1143	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
AIILHNKI_01768	CDS	1848				hypothetical protein
AIILHNKI_01769	CDS	666				hypothetical protein
AIILHNKI_01770	CDS	513	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
AIILHNKI_01771	CDS	1194	dxs_2	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
AIILHNKI_01772	CDS	1356	trkA		COG0569	Trk system potassium uptake protein TrkA
AIILHNKI_01773	CDS	1458	trkH		COG0168	Trk system potassium uptake protein TrkH
AIILHNKI_01774	CDS	975	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
AIILHNKI_01775	CDS	999				hypothetical protein
AIILHNKI_01776	CDS	837				hypothetical protein
AIILHNKI_01777	CDS	636	mip	5.2.1.8	COG0545	Peptidyl-prolyl cis-trans isomerase Mip
AIILHNKI_01778	CDS	1542	glyQS	6.1.1.14		Glycine--tRNA ligase
AIILHNKI_01779	CDS	2394				hypothetical protein
AIILHNKI_01780	CDS	1599				hypothetical protein
AIILHNKI_01781	CDS	2301	susC_11			TonB-dependent receptor SusC
AIILHNKI_01782	CDS	1560	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
AIILHNKI_01783	CDS	348				hypothetical protein
AIILHNKI_01784	CDS	1362				hypothetical protein
AIILHNKI_01785	CDS	210				hypothetical protein
AIILHNKI_01786	CDS	954				hypothetical protein
AIILHNKI_01787	CDS	141				hypothetical protein
AIILHNKI_01788	CDS	111				hypothetical protein
AIILHNKI_01789	CDS	90				hypothetical protein
AIILHNKI_01790	CDS	189				hypothetical protein
AIILHNKI_01791	CDS	618				hypothetical protein
AIILHNKI_01792	CDS	213				hypothetical protein
AIILHNKI_01793	CDS	168				hypothetical protein
AIILHNKI_01794	CDS	456				hypothetical protein
AIILHNKI_01795	CDS	462				hypothetical protein
AIILHNKI_01796	CDS	1476				hypothetical protein
AIILHNKI_01797	CDS	540				hypothetical protein
AIILHNKI_01798	CDS	612				hypothetical protein
AIILHNKI_01799	CDS	1644				hypothetical protein
AIILHNKI_01800	CDS	246				hypothetical protein
AIILHNKI_01801	CDS	207				hypothetical protein
AIILHNKI_01802	CDS	360				hypothetical protein
AIILHNKI_01803	CDS	861				hypothetical protein
AIILHNKI_01804	CDS	309				hypothetical protein
AIILHNKI_01805	CDS	201				hypothetical protein
AIILHNKI_01806	CDS	240				hypothetical protein
AIILHNKI_01807	CDS	1128				hypothetical protein
AIILHNKI_01808	CDS	219				hypothetical protein
AIILHNKI_01809	CDS	246				hypothetical protein
AIILHNKI_01810	CDS	246				hypothetical protein
AIILHNKI_01811	CDS	432				hypothetical protein
AIILHNKI_01812	CDS	2154				hypothetical protein
AIILHNKI_01813	CDS	456				hypothetical protein
AIILHNKI_01814	CDS	309				hypothetical protein
AIILHNKI_01815	CDS	732				hypothetical protein
AIILHNKI_01816	CDS	729		5.2.1.8		Putative peptidyl-prolyl cis-trans isomerase
AIILHNKI_01817	CDS	693				hypothetical protein
AIILHNKI_01818	CDS	828				hypothetical protein
AIILHNKI_01819	CDS	1176				hypothetical protein
AIILHNKI_01820	CDS	906				hypothetical protein
AIILHNKI_01821	CDS	492				hypothetical protein
AIILHNKI_01822	CDS	756	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
AIILHNKI_01823	CDS	468	greA_2		COG0782	Transcription elongation factor GreA
AIILHNKI_01824	CDS	864	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
AIILHNKI_01825	CDS	534	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
AIILHNKI_01826	CDS	720	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
AIILHNKI_01827	CDS	729	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
AIILHNKI_01828	CDS	3858	rcsC_15	2.7.13.3		Sensor histidine kinase RcsC
AIILHNKI_01829	CDS	1845				TonB-dependent receptor P39
AIILHNKI_01830	CDS	2847				hypothetical protein
AIILHNKI_01831	CDS	2466				hypothetical protein
AIILHNKI_01832	CDS	537				hypothetical protein
AIILHNKI_01833	CDS	372				hypothetical protein
AIILHNKI_01834	CDS	2253				hypothetical protein
AIILHNKI_01835	CDS	405				hypothetical protein
AIILHNKI_01836	CDS	240				hypothetical protein
AIILHNKI_01837	CDS	336				hypothetical protein
AIILHNKI_01838	CDS	591				hypothetical protein
AIILHNKI_01839	CDS	1002	murA2	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
AIILHNKI_01840	CDS	330	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
AIILHNKI_01841	CDS	510	rimM			Ribosome maturation factor RimM
AIILHNKI_01842	CDS	1158	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
AIILHNKI_01843	CDS	1386		3.4.24.-	COG0750	Putative zinc metalloprotease
AIILHNKI_01844	CDS	912				hypothetical protein
AIILHNKI_01845	CDS	1197				hypothetical protein
AIILHNKI_01846	CDS	996	alx		COG0861	Putative membrane-bound redox modulator Alx
AIILHNKI_01847	CDS	1065	argE	3.5.1.16	COG0624	Acetylornithine deacetylase
AIILHNKI_01848	CDS	1626				hypothetical protein
AIILHNKI_01849	CDS	876				hypothetical protein
AIILHNKI_01850	CDS	1593	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
AIILHNKI_01851	CDS	438	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
AIILHNKI_01852	CDS	1341	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
AIILHNKI_01853	CDS	1299	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
AIILHNKI_01854	CDS	1827	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
AIILHNKI_01855	CDS	1812	mdoB	2.7.8.20		Phosphoglycerol transferase I
AIILHNKI_01856	CDS	1881	ltaS			Lipoteichoic acid synthase
AIILHNKI_01857	CDS	975	lpxL	2.3.1.241		Lipid A biosynthesis lauroyltransferase
AIILHNKI_01858	CDS	834				hypothetical protein
AIILHNKI_01859	CDS	882				hypothetical protein
AIILHNKI_01860	CDS	729	spsI		COG0558	Bifunctional IPC transferase and DIPP synthase
AIILHNKI_01861	CDS	1035	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
AIILHNKI_01862	CDS	1206				hypothetical protein
AIILHNKI_01863	CDS	489				hypothetical protein
AIILHNKI_01864	CDS	456	epi_2	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
AIILHNKI_01865	CDS	1566	pccB_2	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
AIILHNKI_01866	CDS	153				hypothetical protein
AIILHNKI_01867	CDS	429				hypothetical protein
AIILHNKI_01868	CDS	1050				hypothetical protein
AIILHNKI_01869	CDS	1194				hypothetical protein
AIILHNKI_01870	CDS	3576		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
AIILHNKI_01871	CDS	1116				hypothetical protein
AIILHNKI_01872	CDS	1551				hypothetical protein
AIILHNKI_01873	CDS	456				hypothetical protein
AIILHNKI_01874	CDS	450				hypothetical protein
AIILHNKI_01875	CDS	1149	xynA	3.2.1.8	COG3693	Endo-1,4-beta-xylanase A
AIILHNKI_01876	CDS	246				hypothetical protein
AIILHNKI_01877	CDS	288				hypothetical protein
AIILHNKI_01878	CDS	957	bdhA	1.1.1.-	COG1979	NADH-dependent butanol dehydrogenase A
AIILHNKI_01879	CDS	189				hypothetical protein
AIILHNKI_01880	CDS	834				hypothetical protein
AIILHNKI_01881	CDS	1491	cysS_2	6.1.1.16	COG0215	Cysteine--tRNA ligase
AIILHNKI_01882	CDS	528	resA_7			Thiol-disulfide oxidoreductase ResA
AIILHNKI_01883	CDS	246	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
AIILHNKI_01884	CDS	171			COG0251	RutC family protein
AIILHNKI_01885	CDS	399	mec	3.13.1.6	COG1310	CysO-cysteine peptidase
AIILHNKI_01886	CDS	810	moeZ_1		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
AIILHNKI_01887	CDS	213				hypothetical protein
AIILHNKI_01888	CDS	1530	sufS	4.4.1.16		Cysteine desulfurase
AIILHNKI_01889	CDS	1440				hypothetical protein
AIILHNKI_01890	CDS	225			COG0425	Putative sulfur carrier protein
AIILHNKI_01891	CDS	480	dsrE2		COG2210	Sulfur carrier protein DsrE2
AIILHNKI_01892	CDS	1176		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
AIILHNKI_01893	CDS	1218				hypothetical protein
AIILHNKI_01894	CDS	894				hypothetical protein
AIILHNKI_01895	CDS	624				hypothetical protein
AIILHNKI_01896	CDS	1500				hypothetical protein
AIILHNKI_01897	CDS	2073	relA_2	2.7.6.5	COG0317	GTP pyrophosphokinase
AIILHNKI_01898	CDS	315				hypothetical protein
AIILHNKI_01899	CDS	1017				hypothetical protein
AIILHNKI_01900	CDS	528		1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
AIILHNKI_01901	CDS	270		3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
AIILHNKI_01902	CDS	276	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
AIILHNKI_01903	CDS	570	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
AIILHNKI_01904	CDS	801	djlA		COG1076	Co-chaperone protein DjlA
AIILHNKI_01905	CDS	1824	rcsC_16	2.7.13.3		Sensor histidine kinase RcsC
AIILHNKI_01906	CDS	363				hypothetical protein
AIILHNKI_01907	CDS	1059	nhaD_2		COG1055	Na(+)/H(+) antiporter NhaD
AIILHNKI_01908	CDS	978	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
AIILHNKI_01909	CDS	1101				hypothetical protein
AIILHNKI_01910	CDS	1527	atpD	7.2.2.1		ATP synthase subunit beta, sodium ion specific
AIILHNKI_01911	CDS	249	atpC		COG0355	ATP synthase epsilon chain
AIILHNKI_01912	CDS	399				hypothetical protein
AIILHNKI_01913	CDS	327				hypothetical protein
AIILHNKI_01914	CDS	699	atpB		COG0356	ATP synthase subunit a
AIILHNKI_01915	CDS	240	atpH_1			ATP synthase subunit c
AIILHNKI_01916	CDS	516	atpF		COG0711	ATP synthase subunit b
AIILHNKI_01917	CDS	537	atpH_2		COG0712	ATP synthase subunit delta
AIILHNKI_01918	CDS	1587	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
AIILHNKI_01919	CDS	975	atpG		COG0224	ATP synthase gamma chain
AIILHNKI_01920	CDS	1401				hypothetical protein
AIILHNKI_01921	CDS	1164				hypothetical protein
AIILHNKI_01922	CDS	759				hypothetical protein
AIILHNKI_01923	CDS	549				hypothetical protein
AIILHNKI_01924	CDS	537				hypothetical protein
AIILHNKI_01925	CDS	306				hypothetical protein
AIILHNKI_01926	CDS	261				hypothetical protein
AIILHNKI_01927	CDS	1068				hypothetical protein
AIILHNKI_01928	CDS	1623	rlmL	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
AIILHNKI_01929	CDS	2157	ptpA	3.4.14.12	COG1506	Prolyl tripeptidyl peptidase
AIILHNKI_01930	CDS	1287	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
AIILHNKI_01931	CDS	900				hypothetical protein
AIILHNKI_01932	CDS	453	yqaA		COG1238	Inner membrane protein YqaA
AIILHNKI_01933	CDS	891				hypothetical protein
AIILHNKI_01934	CDS	252				hypothetical protein
AIILHNKI_01935	CDS	378				hypothetical protein
AIILHNKI_01936	CDS	345				hypothetical protein
AIILHNKI_01937	CDS	222				hypothetical protein
AIILHNKI_01938	CDS	225				hypothetical protein
AIILHNKI_01939	CDS	522				hypothetical protein
AIILHNKI_01940	CDS	891				hypothetical protein
AIILHNKI_01941	CDS	552				hypothetical protein
AIILHNKI_01942	CDS	102				hypothetical protein
AIILHNKI_01943	CDS	213				hypothetical protein
AIILHNKI_01944	CDS	486				hypothetical protein
AIILHNKI_01945	CDS	246				hypothetical protein
AIILHNKI_01946	CDS	180				hypothetical protein
AIILHNKI_01947	CDS	825				hypothetical protein
AIILHNKI_01948	CDS	141				hypothetical protein
AIILHNKI_01949	CDS	147				hypothetical protein
AIILHNKI_01950	CDS	255				hypothetical protein
AIILHNKI_01951	CDS	228				hypothetical protein
AIILHNKI_01952	CDS	132				hypothetical protein
AIILHNKI_01953	CDS	552				hypothetical protein
AIILHNKI_01954	CDS	549				hypothetical protein
AIILHNKI_01955	CDS	345				hypothetical protein
AIILHNKI_01956	CDS	648				hypothetical protein
AIILHNKI_01957	CDS	327				hypothetical protein
AIILHNKI_01958	CDS	336				hypothetical protein
AIILHNKI_01959	CDS	345				hypothetical protein
